event_definition;coding_system;code;code_name;concept;concept_name;tags;system;event_abbreviation;type
Maternal outcome: depression;SCTSPA;1,63E+16;Severe major depressive disorder co-occurrent with anxiety single episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;18818009;Moderate recurrent major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191495003;Depressive disorder caused by drug;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191604000;Single major depressive episode, severe, with psychosis;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191610000;Recurrent major depressive episodes, mild;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191611001;Recurrent major depressive episodes, moderate;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191613003;Recurrent major depressive episodes, severe, with psychosis;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191616006;Recurrent depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191627008;Bipolar affective disorder, current episode depression;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191629006;Bipolar affective disorder, currently depressed, mild;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191630001;Bipolar affective disorder, currently depressed, moderate;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191634005;Bipolar affective disorder, currently depressed, in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191659001;Atypical depressive disorder;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191676002;Reactive depressive psychosis;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;19527009;Single episode of major depression in full remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;19694002;Late onset dysthymia;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;20250007;Severe major depression, single episode, with psychotic features, mood-incongruent;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231485007;Post-schizophrenic depression;;;Possible;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231499006;Endogenous depression first episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231500002;Masked depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231504006;Mixed anxiety and depressive disorder;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231542000;Depressive conduct disorder;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;237349002;Mild postnatal depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;237350002;Severe postnatal depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;247803002;Seasonal affective disorder;;;Possible;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2506003;Early onset dysthymia;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2,51E+11;Severe major depression, single episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;25922000;Major depressive disorder, single episode with postpartum onset;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268621008;Recurrent major depressive episodes;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;274948002;Endogenous depression - recurrent;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;279225001;Maternity blues;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2,81E+11;Severe recurrent major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;28475009;Severe recurrent major depression with psychotic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2,89E+14;Reactive depressive psychosis, single episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;29929003;Bipolar I disorder, most recent episode depressed with atypical features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;300706003;Endogenous depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;30605009;Major depression in partial remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;310495003;Mild depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;310496002;Moderate depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;310497006;Severe depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;3109008;Secondary dysthymia early onset;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;319768000;Recurrent major depressive disorder with melancholic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;320751009;Major depression, melancholic type;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;321717001;Involutional depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;33078009;Severe recurrent major depression with psychotic features, mood-congruent;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;33135002;Recurrent major depression in partial remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;33736005;Severe major depression with psychotic features, mood-congruent;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;36170009;Secondary dysthymia late onset;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;36474008;Severe recurrent major depression without psychotic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;36923009;Major depression, single episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;370143000;Major depressive disorder;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;38451003;Primary dysthymia early onset;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;38694004;Recurrent major depressive disorder with atypical features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;39809009;Recurrent major depressive disorder with catatonic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;40379007;Mild recurrent major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;40568001;Recurrent brief depressive disorder;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;426578000;Premenstrual dysphoric disorder in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;42810003;Major depression in remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;42925002;Major depressive disorder, single episode with atypical features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;430852001;Severe major depression, single episode, with psychotic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;442057004;Chronic depressive personality disorder;;;Possible;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;450714000;Severe major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;46244001;Recurrent major depression in full remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;48589009;Minor depressive disorder;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;58703003;Postpartum depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;596004;Premenstrual dysphoric disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;60099002;Severe major depression with psychotic features, mood-incongruent;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;63412003;Major depression in full remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;63778009;Major depressive disorder, single episode with melancholic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;66344007;Recurrent major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;67711008;Primary dysthymia late onset;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;68019004;Recurrent major depression in remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;69392006;Major depressive disorder, single episode with catatonic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;698957003;Depressive disorder in remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;70747007;Major depression single episode, in partial remission;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;712823008;Acute depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;71336009;Recurrent major depressive disorder with postpartum onset;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;718636001;Minimal depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;719592004;Moderately severe major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;719593009;Moderately severe depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;720451004;Minimal recurrent major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;720452006;Moderately severe recurrent major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;720453001;Moderately severe major depression single episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;720454007;Minimal major depression single episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;720455008;Minimal major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;723928009;Mood disorder with depressive symptoms caused by alcohol;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;723930006;Mood disorder with mixed manic and depressive symptoms caused by alcohol;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724676000;Mood disorder with depressive symptoms caused by sedative;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724677009;Mood disorder with depressive symptoms caused by hypnotic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724678004;Mood disorder with depressive symptoms caused by anxiolytic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;724690002;Mood disorder with depressive symptoms caused by cocaine;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;726772006;Major depression with psychotic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;73867007;Severe major depression with psychotic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;75084000;Severe major depression without psychotic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762321000;Mood disorder with depressive symptoms caused by opioid;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762329003;Mood disorder with depressive symptoms caused by stimulant;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762336002;Mood disorder with depressive symptoms caused by hallucinogen;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762339009;Mood disorder with depressive symptoms caused by volatile inhalant;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762345001;Mood disorder with depressive symptoms caused by dissociative drug;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;762512002;Mood disorder with depressive symptoms caused by synthetic cathinone;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;76441001;Severe major depression, single episode, without psychotic features;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;765176007;Psychosis and severe depression co-occurrent and due to bipolar affective disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;77911002;Severe major depression, single episode, with psychotic features, mood-congruent;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;78667006;Dysthymia;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;788120007;Antenatal depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;79298009;Mild major depression, single episode;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;79842004;Stuporous depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;82218004;Postoperative depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;83176005;Primary dysthymia;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;832007;Moderate major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;83458005;Agitated depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;838530009;Mood disorder with depressive symptoms caused by amphetamine and/or amphetamine derivative;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;84760002;Schizoaffective disorder, depressive type;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;84788008;Menopausal depression;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;85080004;Secondary dysthymia;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;87414006;Reactive depression (situational);;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;87512008;Mild major depression;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;87842000;Generalized neuromuscular exhaustion syndrome;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;9,46E+13;Depressive disorder in mother complicating pregnancy;;;Narrow;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268713007;[X]trastorno del humor (afectivo) no especificado;C0525045;Mood Disorders;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;46206005;trastorno del estado de ánimo;C0525045;Mood Disorders;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;10327003;Cocaine-induced mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;10875004;Severe mixed bipolar I disorder with psychotic features, mood-incongruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;10981006;Severe mixed bipolar I disorder with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;111485001;Mixed bipolar I disorder in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1196001;Chronic bipolar II disorder, most recent episode major depressive;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,24E+16;Mood disorder caused by methamphetamine;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;12969000;Severe bipolar II disorder, most recent episode major depressive, in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,33E+14;Rapid cycling bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;13313007;Mild bipolar disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;13581000;Severe bipolar I disorder, single manic episode with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;13746004;Bipolar disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1383008;Hallucinogen mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;14495005;Severe bipolar I disorder, single manic episode without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1499003;Bipolar I disorder, single manic episode with postpartum onset;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;162004;Severe manic bipolar I disorder without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;1,62E+16;Bipolar disorder caused by drug;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;16295005;Bipolar II disorder, most recent episode major depressive;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;16506000;Mixed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;17782008;Bipolar I disorder, most recent episode manic with catatonic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191583000;Single manic episode, mild;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191584006;Single manic episode, moderate;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191586008;Single manic episode, severe, with psychosis;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191588009;Single manic episode in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191590005;Recurrent manic episodes;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191592002;Recurrent manic episodes, mild;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191593007;Recurrent manic episodes, moderate;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191595000;Recurrent manic episodes, severe, with psychosis;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191597008;Recurrent manic episodes, in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191618007;Bipolar affective disorder, current episode manic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191620005;Bipolar affective disorder, currently manic, mild;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191621009;Bipolar affective disorder, currently manic, moderate;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191623007;Bipolar affective disorder, currently manic, severe, with psychosis;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191625000;Bipolar affective disorder, currently manic, in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191636007;Mixed bipolar affective disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191638008;Mixed bipolar affective disorder, mild;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191639000;Mixed bipolar affective disorder, moderate;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191641004;Mixed bipolar affective disorder, severe, with psychosis;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191643001;Mixed bipolar affective disorder, in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;191658009;Atypical manic disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;192362008;Bipolar affective disorder, current episode mixed;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;19300006;Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;20960007;Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-incongruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2,11E+13;Mood disorder of manic type;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;21900002;Bipolar I disorder, most recent episode depressed with catatonic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;22121000;Depressed bipolar I disorder in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;22407005;Bipolar II disorder, most recent episode major depressive with catatonic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;22419002;Mood disorder with mixed features due to general medical condition;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231443008;Right hemispheric organic affective disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231444002;Organic bipolar disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231446000;Organic emotionally labile disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231494001;Mania;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231495000;Manic stupor;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;231496004;Hypomania;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;23645006;Organic mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2,37E+13;Severe manic bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2,61E+11;Severe depressed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;26203008;Severe depressed bipolar I disorder with psychotic features, mood-incongruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;26516009;Severe mood disorder with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;26530004;Severe bipolar disorder with psychotic features, mood-incongruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;268619003;Manic disorder, single episode;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2,71E+11;Severe mixed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;28357009;Transitory postpartum mood disturbance;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;28663008;Severe manic bipolar I disorder with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;28676002;Mood disorder with manic features due to general medical condition;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;28864000;Sedative, hypnotic AND/OR anxiolytic-induced mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;28884001;Moderate bipolar I disorder, single manic episode;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2,89E+14;Opioid-induced mood disorder due to opioid abuse;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;2,89E+14;Opioid-induced mood disorder due to opioid dependence;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;29733004;Opioid-induced mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;30520009;Severe bipolar II disorder, most recent episode major depressive with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;30687003;Bipolar II disorder, most recent episode major depressive with postpartum onset;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;30935000;Manic bipolar I disorder in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;31446002;Bipolar I disorder, most recent episode hypomanic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;33380008;Severe manic bipolar I disorder with psychotic features, mood-incongruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;34315001;Bipolar II disorder, most recent episode major depressive with melancholic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;3530005;Bipolar I disorder, single manic episode, in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;35481005;Mixed bipolar I disorder in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;35722002;Severe bipolar II disorder, most recent episode major depressive, in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;35846004;Moderate bipolar II disorder, most recent episode major depressive;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;36583000;Mixed bipolar I disorder in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;36622002;Mild mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;371596008;Bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;371599001;Severe bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;371600003;Severe bipolar disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;371604007;Severe bipolar II disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;37331004;Organic mood disorder caused by psychoactive substance;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;37739004;Mood disorder due to a general medical condition;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;38368003;Schizoaffective disorder, bipolar type;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;38547003;Mood disorder in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;40926005;Moderate mixed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;41552001;Mild bipolar I disorder, single manic episode;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;41832009;Severe bipolar I disorder, single manic episode with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;41836007;Bipolar disorder in full remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;41932008;Amok;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;42594001;Organic mood disorder of depressed type;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;429672007;Mood disorder caused by drug;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;43568002;Bipolar II disorder, most recent episode major depressive with atypical features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;43769008;Mild mixed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;4441000;Severe bipolar disorder with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;45479006;Manic bipolar I disorder in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;46229002;Severe mixed bipolar I disorder without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;4863002;PCP (phencyclidine) mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;48937005;Bipolar II disorder, most recent episode hypomanic;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;49468007;Depressed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;49512000;Depressed bipolar I disorder in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;51637008;Chronic bipolar I disorder, most recent episode depressed;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;53049002;Severe bipolar disorder without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;53607008;Depressed bipolar I disorder in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;53936005;Alcohol-induced mood disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;54761006;Severe depressed bipolar I disorder with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;55516002;Bipolar I disorder, most recent episode manic with postpartum onset;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;5703000;Bipolar disorder in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;58329000;Organic mood disorder of manic type;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;58647003;Severe mood disorder with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;59617007;Severe depressed bipolar I disorder with psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;61403008;Severe depressed bipolar I disorder without psychotic features;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;63249007;Manic bipolar I disorder in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;64731001;Severe mixed bipolar I disorder with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;65042007;Bipolar I disorder, most recent episode mixed with postpartum onset;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;66631006;Moderate depressed bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;67002003;Severe bipolar II disorder, most recent episode major depressive, in partial remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;68569003;Manic bipolar I disorder;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;698946008;Cyclothymia in remission;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;70043001;Severe mood disorder with psychotic features, mood-incongruent;;;Exclude;R;DEPRESSION;
Maternal outcome: depression;SCTSPA;70546001;Severe bipolar disorder with psychotic features, mood-congruent;;;Exclude;R;DEPRESSION;
